	Yritys	Kotipaikka	Toimiala	
03.05.2025	Doyintevents	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
03.05.2025	RPO Group Oy	Kuopio	64990 - Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta)	
03.05.2025	Komi Jaakko Johannes	Turku	70220 - Muu liikkeenjohdon konsultointi	
03.05.2025	Tmi Mikko Parikka	Kouvola	68100 - Omien kiinteistöjen kauppa	
03.05.2025	Kovalchuk Vadim	Vantaa	49320 - Taksiliikenne	
03.05.2025	Jepkemoi Sitina	Vihti	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
03.05.2025	EasyMove Service Oy	Espoo	49420 - Muuttopalvelut	
03.05.2025	Shuvo Sourav Das	Vantaa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
03.05.2025	TAKSI AMG	Turku	49320 - Taksiliikenne	
03.05.2025	Koirapalvelu Anttila	Veteli	96090 - Muualla luokittelemattomat henkilökohtaiset palvelut	
03.05.2025	Kero Services Levi Oy	Kittilä	81210 - Kiinteistöjen siivous	
02.05.2025	Pendo Finland rf	Vaasa		
02.05.2025	Etelä-Karjalan Luistelutähdet ry	Imatra		
02.05.2025	Skating Academy Tampere ry	Tampere		
02.05.2025	OVERDOSE FAMILY RY	Helsinki		
02.05.2025	Cherunya Valary Jelagat	Tampere	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Pathirannahalage Charitha Tharanga Karunarathna	Vantaa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Kuri Jidan Chandra	Vaasa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Jäntti Hannu Antero	Pieksämäki	02100 - Metsänhoito	
02.05.2025	Kiinteistö Oy Summan Liikekeskus konkurssipesä	Hamina	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
02.05.2025	TPI BLADE SERVICES EUROPE SL.		33190 - Muiden laitteiden korjaus ja huolto	
02.05.2025	MARRINGTON CONTRACT SERVICES LIMITED		52299 - Muu kuljetusvälitys	
02.05.2025	Käpylän Perhisyhteisö ry	Helsinki		
02.05.2025	TrueCount Oy	Helsinki		
02.05.2025	Tekleab Habteslase Shwaye	Oulu	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Jafari Davood	Turku	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Gangadhara Sathish Kumar	Vantaa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Rabbi Tutul Hasan	Vaasa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Dedigamage Ruchira Praveen Chamal	Tampere	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Majdoub Marouen	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Siapco Juveelany	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Tistsenko Deniss	Vantaa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Ibrahim Ahmed Abdiasis	Pori	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Hanioja Tuomo Santeri	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Ahmad Emaz Uddin	Tampere	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Bawah Esther	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Samarathunga Arachchige Sonali Indrachapa Wickramasinghe	Oulu	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Eraminiange Palleha Gedara Gayan Priyashan Gunarathna	Tampere	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Sabri Jehat Sherzad Sabri	Tampere	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Ogunsuyi Nelson	Rovaniemi	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Jinow Hassan Ali	Turku	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Haji Jasim Mohamed	Salo	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Senchuri Rijan	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Jayakody Arachchige Nirodha Sankalpa Jayakodey	Rauma	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Reta Tibebe Solomon	Espoo	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Bint E Sohail Zahra	Oulu	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Hayford Victor Otu	Uusikaarlepyy	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Rahman Muhammad Sajjadur	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Singh Bhupinder	Vantaa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Nanai Mohamad	Vantaa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Islam Md Saiful	Espoo	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Adom Gideon	Kemi	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Odoitei Paulina Djamah	Vaasa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Ahmed Muhammad Nouman	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Hilli Nouh	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Molombe Raph Johnson Ndumbe	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Roschier Palkkiorahasto hr	Helsinki	64300 - Rahastotoiminta	
02.05.2025	Ålandsbanken USA Aktie Placeringsfond	Maarianhamina	64300 - Rahastotoiminta	
02.05.2025	Abbas Najam Ul	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Mercado Ken Josef	Tampere	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Bolboceanu Ion	Tampere	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Ahmed Shayed	Lappeenranta	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Buzolli Ahmed	Espoo	53200 - Muu posti-, jakelu- ja kuriiritoiminta	

Päivämäärä	Yritys	Kotipaikka	Toimiala	
02.05.2025	Omoye Osigbeme Paul	Espoo	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Adetunji Victor Adegoke	Vaasa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Saw Lin Khaing	Vantaa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Xeadik Teshome Aregay	Kotka	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Laurinkankaan metsätie	Pyhäntä	68320 - Kiinteistöjen isännöinti	
02.05.2025	Vanhan maantien yksityistie	Pyhäjoki	68320 - Kiinteistöjen isännöinti	
02.05.2025	PGM TECHNOLOGIES LIMITED		38210 - Tavanomaisen jätteen käsittely ja loppusijoitus	
02.05.2025	Parat Halvorsen AS			
02.05.2025	Asvapp	Turku	62010 - Ohjelmistojen suunnittelu ja valmistus	
02.05.2025	ShelCo 334 Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	ShelCo 328 Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	ShelCo 330 Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	ShelCo 326 Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	ShelCo 340 Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	ShelCo 339 Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	ShelCo 338 Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	ShelCo 336 Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	ShelCo 333 Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	ShelCo 335 Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	ShelCo 332 Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	ShelCo 329 Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	ShelCo 331 Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	ShelCo 337 Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	Iina Annunen tmi	Oulu	85599 - Muut koulutusta antavat yksiköt	
02.05.2025	Laura Lammela	Eura	01500 - Yhdistetty kasvinviljely ja kotieläintalous (sekatilat)	
02.05.2025	X09 Sports	Vantaa	46412 - Tekstiilivalmisteiden tukkukauppa	
02.05.2025	Tropos Film Sound	Helsinki	90030 - Taiteellinen luominen	
02.05.2025	Karsikas Matleena	Haapavesi		
02.05.2025	Tmi Aaro Sova	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Metsäyhtymä Leppälä	Puolanka		
02.05.2025	Karsikas Ville	Haapavesi		
02.05.2025	Työjäbä TMI	Kouvola		
02.05.2025	Taksi Timo Ojaranta	Parainen		
02.05.2025	Le Establishment	Lahti	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	luonnonlaine	Tampere	96040 - Kylpylaitokset, saunat, solariumit yms. palvelut	
02.05.2025	Tmi. Juhani Miettinen	Kuopio	01499 - Muu eläinten hoito	
02.05.2025	Adezza Oy	Masku	47719 - Vaatteiden yleisvähittäiskauppa	
02.05.2025	SantaProfessional Oy	Tampere	93299 - Muualla luokittelematon huvi- ja virkistystoiminta	
02.05.2025	Sähkötekniikka Blomberg	Lohja	71125 - Sähkötekninen suunnittelu	
02.05.2025	Tmi Kerttu Kari	Turku		
02.05.2025	Suomi Consulting	Helsinki	96090 - Muualla luokittelemattomat henkilökohtaiset palvelut	
02.05.2025	Relocated	Helsinki	49420 - Muuttopalvelut	
02.05.2025	Ulrika Kastehelmi Aurora	Tampere	81100 - Kiinteistönhoito	
02.05.2025	Suomen Määrälaskenta	Raasepori		
02.05.2025	Block17 Woodcraft Oy	Helsinki	43320 - Rakennuspuusepän asennustyöt	
02.05.2025	IKI-rekry Oy	Mikkeli	78200 - Työvoiman vuokraus	
02.05.2025	LMP Holding Oy	Tampere	71126 - Muu rakennustekninen palvelu	
02.05.2025	Airis redovisning Ab	Lemland	69209 - Muu laskentatoimen palvelu	
02.05.2025	K & Stacks Oy	Helsinki	62010 - Ohjelmistojen suunnittelu ja valmistus	
02.05.2025	Rexeve Oy	Espoo	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	Savo Trails Oy	Leppävirta	25990 - Muiden metallituotteiden valmistus	
02.05.2025	TKON INVEST&CONSULTING OY	Tuusula	71126 - Muu rakennustekninen palvelu	
02.05.2025	Toilet Service Oy	Hattula	77390 - Muiden koneiden ja laitteiden vuokraus ja leasing	
02.05.2025	Keski-Suomen Timantti Saneeraus oy	Jyväskylä	41200 - Asuin- ja muiden rakennusten rakentaminen	
02.05.2025	Rivena Oy	Helsinki	62090 - Muu laitteisto- ja tietotekninen palvelutoiminta	
02.05.2025	NewPlace Ventures Oy	Helsinki	62020 - Atk-laitteisto- ja ohjelmistokonsultointi	
02.05.2025	HTA Sales Oy	Ylöjärvi	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	Nordic Online Center Oy	Tornio	47913 - Laajan valikoiman postimyynti ja verkkokauppa	
02.05.2025	EHTC	Tampere	70210 - Suhdetoiminta ja viestintä	
02.05.2025	Mokar Tmi	Turku	25620 - Metallien työstö	
02.05.2025	Beauty things	Tampere	96022 - Kauneudenhoitopalvelut	
02.05.2025	Lojlax Bonäs Väglag	Uusikaarlepyy	68320 - Kiinteistöjen isännöinti	
02.05.2025	JX Software Oy	Helsinki	62010 - Ohjelmistojen suunnittelu ja valmistus	
02.05.2025	ReEmber Oy	Kirkkonummi	62010 - Ohjelmistojen suunnittelu ja valmistus	
02.05.2025	Gäbito	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	ZUB.CONTUR.	Turku		
02.05.2025	Qasim Soha	Espoo	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Flawless-ish Oy	Espoo	47913 - Laajan valikoiman postimyynti ja verkkokauppa	
02.05.2025	Ai LKV Oy	Turku	68310 - Kiinteistönvälitys	
02.05.2025	Adhikari Amit	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Lightwise	Kirkkonummi		
02.05.2025	Aluspinnoite Oy	Raisio	45201 - Moottoriajoneuvojen huolto ja korjaus (pl. renkaat)	
02.05.2025	Schréder Nordic AB		46691 - Sähkötarviketukkukauppa	
02.05.2025	Bold on Business oy	Tampere	56101 - Ravintolat	
02.05.2025	CodeTrust Oy	Tampere	62010 - Ohjelmistojen suunnittelu ja valmistus	
02.05.2025	Jumatsutrade Oy	Vieremä	64990 - Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta)	
02.05.2025	Olcum	Espoo	49320 - Taksiliikenne	
02.05.2025	Janne Nisonen	Kerava	90010 - Esittävät taiteet	
02.05.2025	Tmi Outi Kokko	Rovaniemi	86901 - Fysioterapia	
02.05.2025	Asunto Oy Tampereen Rauha	Tampere	68202 - Asuntojen ja asuinkiinteistöjen hallinta	
02.05.2025	Monipalvelut Huusko	Kouvola	88991 - Kotipalvelut muille kuin ikääntyneille ja vammaisille	
02.05.2025	Hieronta Muttuutus	Kuopio	86909 - Muu terveyspalvelu	
02.05.2025	VRS Investments Oy	Oulu	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	Taikatuuli	Kiuruvesi	96090 - Muualla luokittelemattomat henkilökohtaiset palvelut	
02.05.2025	Käos Berit	Vantaa	81220 - Muu rakennus- ja teollisuussiivous	
02.05.2025	Kartuttamo Oy	Helsinki	64990 - Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta)	
02.05.2025	Abdullahi Abdulkadir Khalid	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Leskinen Nanna Ida Johanna	Helsinki	85510 - Urheilu- ja liikuntakoulutus	
02.05.2025	Väisänen Päivi Kaarina	Juva	01290 - Muu monivuotisten kasvien viljely	
02.05.2025	Kaukua Antti Paavali	Posio	02100 - Metsänhoito	
02.05.2025	Pätsi Annika Marjaana	Kannus	01110 - Viljakasvien (pl. riisin), palkokasvien ja öljysiemenkasvien viljely	
02.05.2025	Schultz Anne-Maija	Espoo	02100 - Metsänhoito	
02.05.2025	MV Pladder	Maarianhamina	93120 - Urheiluseurojen toiminta	
02.05.2025	Asunto Oy Tampereen Toivo	Tampere	68202 - Asuntojen ja asuinkiinteistöjen hallinta	
02.05.2025	Kuljetus Auranen Oy	Jokioinen	49410 - Tieliikenteen tavarankuljetus	
02.05.2025	Kouruapu Oy	Helsinki	81220 - Muu rakennus- ja teollisuussiivous	
02.05.2025	KoVestone OY	Lappeenranta	64990 - Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta)	
02.05.2025	SAJA-Sähkö	Lahti	43210 - Sähköasennus	
02.05.2025	365Pro	Espoo		
02.05.2025	Kalam Md Abul	Lappeenranta	53200 - Muu posti-, jakelu- ja kuriiritoiminta	

Päivämäärä	Yritys	Kotipaikka	Toimiala	
02.05.2025	Tikkanen Senja Erika	Pielavesi	01471 - Kananmunien tuotanto	
02.05.2025	Tmi JK-Store	Oulu	47112 - Pienet supermarketit (400-1000 m2)	
02.05.2025	Tilipörriäinen Oy	Tuusula	69201 - Kirjanpito- ja tilinpäätöspalvelu	
02.05.2025	Penttinen Urpo Paavali	Jyväskylä	02100 - Metsänhoito	
02.05.2025	Heinovuori Holding Oy	Kauniainen	64200 - Rahoitusalan holdingyhtiöiden toiminta	
02.05.2025	Kubiliute Saule	Tampere	73119 - Muu mainospalvelu	
02.05.2025	Tarinasta todeksi - työnohjaus- ja konsultointipalvelut	Vantaa	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	Korkala Salme Johanna	Jyväskylä	02100 - Metsänhoito	
02.05.2025	Ichigo ichie Photography	Lahti	74201 - Valokuvaamot ja muu kuvaustoiminta	
02.05.2025	Akira Taguchi	Helsinki	62010 - Ohjelmistojen suunnittelu ja valmistus	
02.05.2025	Hossien Md Sabbir	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Asennuspalvelu Tuusula Oy	Järvenpää	43299 - Muualla luokittelematon rakennusasennus	
02.05.2025	Miko Kaartinen Tmi	Oulu	82990 - Muut palvelut liike-elämälle	
02.05.2025	Väätänen Tellervo Kaarina	Mikkeli	02100 - Metsänhoito	
02.05.2025	Sensio Care AB Suomen sivuliike		80200 - Turvallisuusjärjestelmät	
02.05.2025	Hyvä Hoiva & Kauneus	Espoo	96021 - Parturit ja kampaamot	
02.05.2025	Karjalainen Ossi Johannes	Sipoo	02100 - Metsänhoito	
02.05.2025	braveheartjuoksuvalmennus	Oulu	85510 - Urheilu- ja liikuntakoulutus	
02.05.2025	S barbershop avoin yhtiö	Oulu	96021 - Parturit ja kampaamot	
02.05.2025	PTH Capital Oy	Seinäjoki	66220 - Vakuutusasiamiesten ja -välittäjien toiminta	
02.05.2025	Obystal Courier Service Partner	Vaasa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Jere Alhonen	Espoo	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	Koulutettu hieroja Dzhulai Nataliia	Helsinki	86909 - Muu terveyspalvelu	
02.05.2025	Health & Nature Finland Oy	Espoo	77210 - Vapaa-ajan ja urheiluvälineiden vuokraus ja leasing	
02.05.2025	Siekkinen Aki Ilmari	Haapajärvi	02100 - Metsänhoito	
02.05.2025	PeopleLed Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	Anna-Mari Röksä	Kontiolahti	02400 - Metsätaloutta palveleva toiminta	
02.05.2025	Henri Aalto Artist Oy	Vaasa	90010 - Esittävät taiteet	
02.05.2025	Moniquer	Loviisa	32999 - Muu muualla luokittelemattomien tuotteiden valmistus	
02.05.2025	Ahmed Tajrean	Vantaa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	EA Creative	Helsinki	73111 - Mainostoimistot	
02.05.2025	Kivi Eerika Anni Johanna	Kuopio	73112 - Suora- ja ulkomainonta	
02.05.2025	Elämänope Oy	Tampere	85599 - Muut koulutusta antavat yksiköt	
02.05.2025	TONYEMS INTERNATIONAL	Vantaa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Zahr-Yafa Oy	Helsinki	47114 - Elintarvike-, makeis- ym. kioskit (alle 100 m2)	
02.05.2025	MAJ Forest Oy	Rovaniemi	68209 - Muiden kiinteistöjen vuokraus ja hallinta	
02.05.2025	GABRIK OY	Turku	23610 - Betonituotteiden valmistus rakennustarkoituksiin	
02.05.2025	Lyy-Media International Oy	Helsinki	63120 - Verkkoportaalit	
02.05.2025	EMNA Group Oy	Kuusamo	01499 - Muu eläinten hoito	
02.05.2025	Lilla Serviisi	Hämeenkyrö	90030 - Taiteellinen luominen	
02.05.2025	TukosVex	Kirkkonummi	37000 - Viemäri- ja jätevesihuolto	
02.05.2025	Viva Moment	Kuopio	93299 - Muualla luokittelematon huvi- ja virkistystoiminta	
02.05.2025	OsMo Listoitus	Vantaa	41200 - Asuin- ja muiden rakennusten rakentaminen	
02.05.2025	Hierontapalvelu KorpiVoima	Kuhmo	86909 - Muu terveyspalvelu	
02.05.2025	Build The future OY	Vantaa	56102 - Kahvila-ravintolat	
02.05.2025	Olivia Niemi	Pori	88911 - Lasten päiväkodit	
02.05.2025	Ayena Dove	Espoo		
02.05.2025	HelmoLock Oy	Espoo	45321 - Moottoriajoneuvojen osien ja varusteiden vähittäiskauppa (pl. renkaat)	
02.05.2025	i-Technologies Oy	Helsinki	62020 - Atk-laitteisto- ja ohjelmistokonsultointi	
02.05.2025	Elise Capital Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	Motia Wellness Oy	Hämeenlinna	86909 - Muu terveyspalvelu	
02.05.2025	MediKiru Oy	Turku	86220 - Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut	
02.05.2025	Katwal Sabin	Vantaa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Yunakovskiy Artem		53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Markku Tapani Hietanen	Salo	41200 - Asuin- ja muiden rakennusten rakentaminen	
02.05.2025	Osuva Isännöinti Oy	Seinäjoki	68320 - Kiinteistöjen isännöinti	
02.05.2025	Tip Top Toe's	Leppävirta	86909 - Muu terveyspalvelu	
02.05.2025	1w1 camp	Vaasa	93190 - Muu urheilutoiminta	
02.05.2025	Eronen Raimo Juhani	Tampere	74300 - Kääntäminen ja tulkkaus	
02.05.2025	Verfix	Turku	81100 - Kiinteistönhoito	
02.05.2025	Torosian Mikael	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Koskinen Kiia Heidi Johanna	Rovaniemi	01110 - Viljakasvien (pl. riisin), palkokasvien ja öljysiemenkasvien viljely	
02.05.2025	Nordic Education Travel and Consult Oy	Vaasa	79900 - Varauspalvelut, matkaoppaiden palvelut ym.	
02.05.2025	Tmi Katri Mari Karppinen	Espoo	82110 - Yhdistetyt toimistopalvelut	
02.05.2025	Suvanne Psykologi	Salo	86909 - Muu terveyspalvelu	
02.05.2025	Humanan Koivula Oy	Seinäjoki	64200 - Rahoitusalan holdingyhtiöiden toiminta	
02.05.2025	Arkiapu sh	Lohja		
02.05.2025	Beautylähde	Seinäjoki	96022 - Kauneudenhoitopalvelut	
02.05.2025	Raz gull Oy	Rovaniemi	56101 - Ravintolat	
02.05.2025	Itä-Ravintola avoin yhtiö	Mikkeli	56102 - Kahvila-ravintolat	
02.05.2025	Debnath Arnob	Pietarsaari	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	TMI Anni Kovanen	Tampere	96021 - Parturit ja kampaamot	
02.05.2025	Tehnomar Oy	Espoo	71126 - Muu rakennustekninen palvelu	
02.05.2025	Deralte Oy	Helsinki	33200 - Teollisuuden koneiden ja laitteiden ym. asennus	
02.05.2025	Ukkonen Eero Oskari	Lohja	46770 - Jätteen ja romun tukkukauppa	
02.05.2025	Singh Inderjeet	Vantaa	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Kalavehkeet	Lappeenranta	47919 - Muu postimyynti ja verkkokauppa	
02.05.2025	TreOre PowerGrid Consulting Oy	Espoo	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	Tmi Pro Stock J.Laakso	Orimattila	47789 - Muiden uusien tavaroiden vähittäiskauppa	
02.05.2025	Voima Holding Oy	Tampere	64990 - Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta)	
02.05.2025	Kolmas sukupolvi Oy	Suomussalmi	47113 - Valintamyymälät (yli 100, alle 400 m2)	
02.05.2025	TuoksuLab	Helsinki	56302 - Kahvilat ja kahvibaarit	
02.05.2025	Halvart Oy	Rauma	47781 - Taideliikkeet	
02.05.2025	FR FIN	Helsinki	56101 - Ravintolat	
02.05.2025	AS76 OY	Espoo	45201 - Moottoriajoneuvojen huolto ja korjaus (pl. renkaat)	
02.05.2025	Rashid Samar	Espoo	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
02.05.2025	Suuhygienistipalvelut Oikomo	Kuopio	86230 - Hammaslääkäripalvelut	
02.05.2025	Novedo Finland OpCo Oy	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
02.05.2025	Uuleo Arkkitehdit Oy	Oulu	71110 - Arkkitehtipalvelut	
01.05.2025	Lauhatien päiväkodin vanhempainyhdistys ry	Vantaa		
01.05.2025	Suuntaviivoja ry	Tuusula		
01.05.2025	Alam S M Fahim	Oulu	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
01.05.2025	Mampy Saikot Paul	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
01.05.2025	Siyam Sayat Bin Nasim	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
01.05.2025	Heinonen Marko Kristian	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
01.05.2025	Islam Md Ariful	Turku	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
01.05.2025	Dip Shourove Sutradhar	Oulu	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
01.05.2025	Patronen Maria Annele	Joensuu	74909 - Muu ammatillinen, tieteellinen ja tekninen toiminta	
01.05.2025	Malikov Elgun	Helsinki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
01.05.2025	Huhtala Juho-Pekka	Salla	02100 - Metsänhoito	




Päivämäärä	Yritys	Kotipaikka	Toimiala	
01.05.2025	Ditta Safkat Rahman	Seinäjoki	53200 - Muu posti-, jakelu- ja kuriiritoiminta	
01.05.2025	Jalonen Patrik Mikael	Nurmijärvi	43910 - Kattorakenteiden asennus ja kattaminen	
01.05.2025	Skootterimaailma Oy	Helsinki	47641 - Urheiluvälineiden ja polkupyörien vähittäiskauppa	
01.05.2025	Pikkutupsut Oy	Helsinki	47719 - Vaatteiden yleisvähittäiskauppa	
01.05.2025	Siffrén-Wiklund Marinas skogsbruk	Vöyri	02100 - Metsänhoito	
01.05.2025	Kiekko ja Luistin, Espoo	Espoo	47641 - Urheiluvälineiden ja polkupyörien vähittäiskauppa	
01.05.2025	Studio Iida Rantala	Pöytyä	90030 - Taiteellinen luominen	
01.05.2025	Buukka	Helsinki	62010 - Ohjelmistojen suunnittelu ja valmistus	
01.05.2025	Loudmouth Couture, Corsetry, and Costume	Helsinki	14190 - Muiden vaatteiden ja asusteiden valmistus	
01.05.2025	Autohuolto V.Heimonen	Joutsa	45201 - Moottoriajoneuvojen huolto ja korjaus (pl. renkaat)	
01.05.2025	Houseka	Oulu		
01.05.2025	Erene Solutions	Kotka	70220 - Muu liikkeenjohdon konsultointi	
01.05.2025	Cerebratia	Helsinki	10890 - Muualla luokittelematon elintarvikkeiden valmistus	
01.05.2025	Lastenkirpputori Lilla Oy	Tuusula	47799 - Muiden käytettyjen tavaroiden vähittäiskauppa	
01.05.2025	Ab Hundinstitutet	Hammarland	93110 - Urheilulaitosten toiminta	
01.05.2025	Palvelulinkki Oy	Seinäjoki	70220 - Muu liikkeenjohdon konsultointi	
01.05.2025	GILLA LÄGET	Helsinki	70220 - Muu liikkeenjohdon konsultointi	
01.05.2025	Ohjaten Oy	Hämeenlinna	70220 - Muu liikkeenjohdon konsultointi	
01.05.2025	Next Level Consulting Oy	Vantaa	71126 - Muu rakennustekninen palvelu	
01.05.2025	EPA Metsä	Joensuu	02100 - Metsänhoito	
